סטטוס סביבת עבודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סביבת עבודה,משתמש,חבר מאז,יחידה ארגונית,MINHAL_MANAGER_NAME,COST_CENTER_NAME,BUSINESS_LINE_DSC_HEB,סיווג,מיקום,אזור התכנסות,קהל,תאריך פתיחה,תאריך סגירה,מנהל קבוצה,בעלי קבוצה,מינימום משתמשים,מקסימום משתמשים,פתיחת הרשמה,סגירת הרשמה,ציון עובר,סטטוס סביבת עבודה,מזהה חיצוני,LBP,מיקום הקורס,מספר חשבונית,מרצה,מרצה חיצוני ?,מרצה פנימי,מרצה פנימי ?,משך הקורס,משך הקורס בשעות,סוג הקורס,סוג התקציב,ספק,עלות,עלות למשתתף בשקלים,עלות קורס כוללת,קהל יעד,קורס/שריון תקציב,רכזת אחראית על הקורס,שייך ליחידת הלמידה,תאריך סיום קורס,תאריך תחילת קורס,תקציב רוחב 35%,התקדמות במשימות,ציון משימות ממוצע,נוכחות במפגשים,סטטוס השלמה,תאריך השלמה,תאריך פעילות אחרונה,ציון
Secure Software Development,מאיה איילון,13/03/2025,הנדסת מערכת ואינטגרציה - IRIS     (82404064),נתן הלוי,,"מודיעין ול""א",חומרה,"מיקום: מרכז הלמידה חיפה מת""ם","לוח זמנים: 2 ימים מלאים, 16/06 - 19/06, 09:00-17:00",ללא עלות,,,חן רוקח,רכזת דמו,15,42,17/02/2025 00:00,01/06/2025 23:59,0,,,שירי שריד,מרכז למידה חיפה מתמ,,,,דרור רפפורט,V,2 ימים,16,סינכרוני,תקציב למידה ESL,,ללא עלות,,,Board designer Logic designer System engineers Technical managers,קורס,חן רוקח,כן,19/06/2025,16/06/2025,,0/1 (0%),,2/2 (100%),כן,31/07/2025 14:45,31/07/2025,0
Secure Software Development,גיא פרץ,25/05/2025,צוות- שיגריס משה ניר     (82412013),דניאל לוי,,"מודיעין ול""א",חומרה,"מיקום: מרכז הלמידה חיפה מת""ם","לוח זמנים: 2 ימים מלאים, 16/06 - 19/06, 09:00-17:00",ללא עלות,,,חן רוקח,רכזת דמו,15,42,17/02/2025 00:00,01/06/2025 23:59,0,,,שירי שריד,מרכז למידה חיפה מתמ,,,,דרור רפפורט,V,2 ימים,16,סינכרוני,תקציב למידה ESL,,ללא עלות,,,Board designer Logic designer System engineers Technical managers,קורס,חן רוקח,כן,19/06/2025,16/06/2025,,0/1 (0%),,2/2 (100%),כן,31/07/2025 14:45,31/07/2025,0
Data Analytics Essentials,נועה כהן,20/04/2025,תקשורת טקטית     (81955517),גיל גבע,,תקשוב וסייבר,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,רון לוי,17/03/2025,הנדסת מערכת תקשורת טקטית     (81955529),גיל גבע,,תקשוב וסייבר,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,עמית ברק,08/04/2025,תשתיות תוכנה     (83955116),אריק סוגאוקר,,יבשה ותעש,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,יעל רז,08/04/2025,צוות מודיעין     (83798011),שלי רוזנפלד,,"מודיעין ול""א",תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,0/2 (0%),לא,13/05/2025 00:34,13/05/2025,0
Data Analytics Essentials,תמר שלו,20/04/2025,SkyNet     (81062007),ויטלי גורביץ,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,אורי קדם,17/03/2025,צוות תוכנה אחיזת שטח     (81041911),אלון בלכסן,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,שירה דרור,09/04/2025,ישראל     (81037415),אור אריאלי,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,0/2 (0%),לא,13/05/2025 00:34,13/05/2025,0
Data Analytics Essentials,דניאל שחר,27/04/2025,SkyNet     (81062007),ויטלי גורביץ,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,0/1 (0%),,2/2 (100%),כן,12/05/2025 17:00,12/05/2025,0
Data Analytics Essentials,מאיה איילון,20/04/2025,DNA Digital   Novel Automation     (81058710),ויטלי גורביץ,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,1/1 (100%),100,2/2 (100%),כן,13/05/2025 00:36,13/05/2025,100
Data Analytics Essentials,גיא פרץ,08/04/2025,צוות תוכנה     (83798015),יעקב קובי מאמו,,"מודיעין ול""א",תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 11/05 - 12/05, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",11/05/2025 09:00,12/05/2025 17:00,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,08/05/2025 23:59,0,הסתיים,,ליאת יעקוב,מרכז למידה נתניה,2125,ניר גייר,V,,,2 ימים,16,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps,  automation Engineers",קורס,חן רוקח,כן,12/05/2025,11/05/2025,,1/1 (100%),100,2/2 (100%),כן,15/05/2025 14:28,15/05/2025,100
Project Management Excellence,נועה כהן,13/03/2025,GeoGraphics     (81061924),ויטלי גורביץ,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,29/04/2025 00:34,29/04/2025,100
Project Management Excellence,רון לוי,06/04/2025,עמדות נשק     (83955112),אריק סוגאוקר,,יבשה ותעש,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,29/04/2025 00:34,29/04/2025,100
Project Management Excellence,עמית ברק,20/04/2025,DNA Digital   Novel Automation     (81058710),ויטלי גורביץ,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,2/2 (100%),כן,25/11/2025 10:19,25/11/2025,100
Project Management Excellence,יעל רז,20/04/2025,SIMENGINE     (81064825),יעקב עובדיה,,כלי טיס,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,29/04/2025 00:34,29/04/2025,100
